date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27,Weather_Station_Air_Pressure_2,Weather_Station_Dew_Point_2,Weather_Station_Electricity_meter_2,Weather_Station_Heat_meter_2,Weather_Station_Humidity_2,Weather_Station_Luminance_2,Weather_Station_Temperature_2,Weather_Station_Wind_Speed_2,wind_sensor_power,wind_sensor_energy
2021-07-26,00:15:38,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,20.13,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.7,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.71,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:16:08,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,20.13,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.7,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.71,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:16:38,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.6,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,20.13,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.7,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:17:08,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.6,62,0,0,OFF,OFF,ON,0,17.2,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,20.13,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:17:38,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:18:07,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:18:37,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.2,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:19:07,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:19:37,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:20:10,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:20:40,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.2,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:21:10,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:21:40,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,69,21.2,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:22:10,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.2,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,32.1,35,0.939,15.1,547,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:22:39,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:23:09,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:23:39,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:24:09,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.2,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:24:39,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:25:15,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:25:45,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29.5,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:26:14,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:26:44,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:27:14,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:27:44,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:28:14,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,18,76,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:28:43,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:29:13,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:29:43,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:30:13,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:30:43,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:31:13,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:31:42,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.44,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:32:12,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.08,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
2021-07-26,00:32:42,17.49,17.7,16.51,16.64,15.23,15.24,92,93,93,86,85,71,6.83,0.0,0.0,0.0,0.0,0.0,0.0,24.7,62,0,0,OFF,OFF,ON,0,17.3,100,0,0,OFF,OFF,29.4,29.5,18.81,29.4,19.8,9.0,6.0,85.3,38.0,75.2,17,77,29,19.5,2,8,OFF,OFF,100,100,4.662,1.247,1,0.0,ON,OFF,0.764,4.355,0,0.0,OFF,ON,0,0,100,100,0,0.1315,75,459,16.3,70,21.3,4.355,31.9,35,0.89,14.8,496,95.4,14.5,28.88544,133464,63,21,22,1,0,0.3145,71,30.11,38.15,31.08,95.2,13.4,11.75298,19,29,21,34.1,0,0,0
